DID_id,src_nm,src_id,drug_raw_name,cas_cas_no,cas_pt,cas_source,cas_match,chebi_pt,chebi_id,chebi_cas_no,chebi_match,chebi_syn,chebi_syn_match,chebi_match_aid,chemid_pt,chemid_display_name,chemid_id,chemi_match,chemid_syn,chemid_syn_match,chemid_match_aid,ctd_pt,ctd_mesh_id,ctd_cas_no,ctd_match,ctd_syn,ctd_syn_match,ctd_match_aid,umls_pt,umls_cui,umls_match,umls_syn,umls_syn_match,umls_match_aid,umls_sem_typ1,umls_sem_typ2,umls_sem_typ3,umls_sem_typ4,ind_raw,ind_agg,_ind_search,ind_raw_value,ind_raw_target,ind_raw_match,ind_umls_entry_term_match,ind_umls_entry_term,ind_umls_pt,und_umls_cuii,ind_umls_term_typ,ind_umls_pheno_flg,ind_umls_sem_typ1,ind_umls_sem_typ2,ind_umls_sem_typ3,ind_umls_sem_typ4,ind_umls_in_term_match,ind_umls_in_term,ind_umls_in_pt,ind_umls_in_cui,ind_umls_in_term_typ,ind_umls_in_sem_typ1,ind_umls_in_sem_typ2,ind_umls_in_sem_typ3,ind_umls_in_sem_typ4
1_000037,MeSH_PA,C012729,2-amino-4-phosphonobutyric acid,6323-99-5,2-Amino-4-phosphonobutyric acid,ChemID+,exact,,,,,,,,2-Amino-4-phosphonobutyric acid,,6323-99-5,exact,,,,2-amino-4-phosphonobutyric acid,C012729,6323-99-5,exact,,,,2-Amino-4-Phosphonobutyric Acid,C0045845,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Neurotransmitter Agents,Neurotransmitter Agents,Y,quasi syn therclass-to-function,neurotransmission,Synaptic Transmission,C0027793,S,Y,B2.2.1.1.3_Cell Function,,,,exact (CUI-based),Neurotransmitter Agents,Neurotransmitter Agents,C0243051,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000038,MeSH_PA,C107349,2-chloro-5-hydroxyphenylglycine,,,,,,,,,,,,2-Chloro-5-hydroxyphenylglycine,,C107349000,exact,,,,2-chloro-5-hydroxyphenylglycine,C107349,,exact,,,,2-Chloro-5-Hydroxyphenylglycine,C0664038,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Excitatory Amino Acid Agents,Excitatory Amino Acid Agents,Y,NT + quasi syn therclass-to-function,Excitatory Synaptic Transmission,Excitatory Synaptic Transmission,C0234107,P,Y,B2.2.1.1.2_Organ or Tissue Function,,,,exact (CUI-based),Excitatory Amino Acid Agents,Excitatory Amino Acid Agents,C0242900,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000039,MeSH_PA,C107349,2-chloro-5-hydroxyphenylglycine,,,,,,,,,,,,2-Chloro-5-hydroxyphenylglycine,,C107349000,exact,,,,2-chloro-5-hydroxyphenylglycine,C107349,,exact,,,,2-Chloro-5-Hydroxyphenylglycine,C0664038,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,agonist,agonist,23,Excitatory Amino Acid Agonists,Excitatory Amino Acid Agonists,Y,NT + quasi syn therclass-to-function,Excitatory Synaptic Transmission,Excitatory Synaptic Transmission,C0234107,P,Y,B2.2.1.1.2_Organ or Tissue Function,,,,exact (CUI-based),Excitatory Amino Acid Agonists,Excitatory Amino Acid Agonists,C0242909,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000040,MeSH_PA,C107349,2-chloro-5-hydroxyphenylglycine,,,,,,,,,,,,2-Chloro-5-hydroxyphenylglycine,,C107349000,exact,,,,2-chloro-5-hydroxyphenylglycine,C107349,,exact,,,,2-Chloro-5-Hydroxyphenylglycine,C0664038,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Neurotransmitter Agents,Neurotransmitter Agents,Y,quasi syn therclass-to-function,neurotransmission,Synaptic Transmission,C0027793,S,Y,B2.2.1.1.3_Cell Function,,,,exact (CUI-based),Neurotransmitter Agents,Neurotransmitter Agents,C0243051,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000041,MeSH_PA,C056034,2'-methyl-2'-deoxyidenecytidine,119804-96-5,2'-Methyl-2'-deoxyidenecytidine,ChemID+,exact,,,,,,,,2'-Methyl-2'-deoxyidenecytidine,,119804-96-5,exact,,,,2'-methyl-2'-deoxyidenecytidine,C056034,119804-96-5,exact,,,,2'-Methyl-2'-Deoxyidenecytidine,C0045176,exact,,,,A1.4.1.1.1_Pharmacologic Substance,"A1.4.1.2.1.5_Nucleic Acid, Nucleoside, or Nucleotide",,,anti,,#VALUE!,Anti-Infective Agents,Anti-Infective Agents,Y,quasi syn therclass-to-disease,Infection,Infection,C0021311,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Anti-Infective Agents,Anti-Infective Agents,C0003204,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000042,MeSH_PA,C056034,2'-methyl-2'-deoxyidenecytidine,119804-96-5,2'-Methyl-2'-deoxyidenecytidine,ChemID+,exact,,,,,,,,2'-Methyl-2'-deoxyidenecytidine,,119804-96-5,exact,,,,2'-methyl-2'-deoxyidenecytidine,C056034,119804-96-5,exact,,,,2'-Methyl-2'-Deoxyidenecytidine,C0045176,exact,,,,A1.4.1.1.1_Pharmacologic Substance,"A1.4.1.2.1.5_Nucleic Acid, Nucleoside, or Nucleotide",,,anti,,#VALUE!,Antineoplastic Agents,Antineoplastic Agents,Y,quasi syn therclass-to-disease,Malignant Neoplasms,Malignant Neoplasms,C0006826,P,Y,B2.2.1.2.1.2_Neoplastic Process,,,,exact (CUI-based),Antineoplastic Agents,Antineoplastic Agents,C0003392,P,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,
1_000043,MeSH_PA,C056034,2'-methyl-2'-deoxyidenecytidine,119804-96-5,2'-Methyl-2'-deoxyidenecytidine,ChemID+,exact,,,,,,,,2'-Methyl-2'-deoxyidenecytidine,,119804-96-5,exact,,,,2'-methyl-2'-deoxyidenecytidine,C056034,119804-96-5,exact,,,,2'-Methyl-2'-Deoxyidenecytidine,C0045176,exact,,,,A1.4.1.1.1_Pharmacologic Substance,"A1.4.1.2.1.5_Nucleic Acid, Nucleoside, or Nucleotide",,,anti,,#VALUE!,Antiviral Agents,Antiviral Agents,Y,quasi syn therclass-to-disease,Virus Diseases,Virus Diseases,C0042769,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Antiviral Agents,Antiviral Agents,C0003451,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000044,MeSH_PA,C056034,2'-methyl-2'-deoxyidenecytidine,119804-96-5,2'-Methyl-2'-deoxyidenecytidine,ChemID+,exact,,,,,,,,2'-Methyl-2'-deoxyidenecytidine,,119804-96-5,exact,,,,2'-methyl-2'-deoxyidenecytidine,C056034,119804-96-5,exact,,,,2'-Methyl-2'-Deoxyidenecytidine,C0045176,exact,,,,A1.4.1.1.1_Pharmacologic Substance,"A1.4.1.2.1.5_Nucleic Acid, Nucleoside, or Nucleotide",,,isa,isa,Inhibitors,Enzyme Inhibitors,Enzyme Inhibitors,Y,exact (CUI-based),Enzyme Inhibitors,Enzyme Inhibitors,C0014432,P,,A1.4.1.1.1_Pharmacologic Substance,,,,,,,,,,,,
1_000045,MeSH_PA,C008658,2-nitro-5-thiocyanobenzoic acid,30211-77-9,2-Nitro-5-thiocyanobenzoic acid,ChemID+,exact,,,,,,,,2-Nitro-5-thiocyanobenzoic acid,,30211-77-9,exact,,,,2-nitro-5-thiocyanobenzoic acid,C008658,30211-77-9,exact,,,,2-Nitro-5-Thiocyanobenzoic Acid,C0046431,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,isa,isa,Inhibitors,Enzyme Inhibitors,Enzyme Inhibitors,Y,exact (CUI-based),Enzyme Inhibitors,Enzyme Inhibitors,C0014432,P,,A1.4.1.1.1_Pharmacologic Substance,,,,,,,,,,,,
1_000046,MeSH_PA,C008658,2-nitro-5-thiocyanobenzoic acid,30211-77-9,2-Nitro-5-thiocyanobenzoic acid,ChemID+,exact,,,,,,,,2-Nitro-5-thiocyanobenzoic acid,,30211-77-9,exact,,,,2-nitro-5-thiocyanobenzoic acid,C008658,30211-77-9,exact,,,,2-Nitro-5-Thiocyanobenzoic Acid,C0046431,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Indicators and Reagents,Indicators and Reagents,Y,exact (CUI-based),Indicators And Reagents,Indicators And Reagents,C0021213,P,,"A1.4.1.1.4_Indicator, Reagent, or Diagnostic Aid",,,,,,,,,,,,
1_000047,MeSH_PA,C023035,"3,4,5,3',4'-pentachlorobiphenyl",57465-28-8,"3,4,5,3',4'-Pentachlorobiphenyl",ChemID+,exact,"3,3',4,4',5-pentachlorobiphenyl",34317,57465-28-8,<syn per source>,"3,4,5,3',4'-Pentachlorobiphenyl",exact,,"3,4,5,3',4'-Pentachlorobiphenyl",,57465-28-8,exact,,,,"3,4,5,3',4'-pentachlorobiphenyl",C023035,57465-28-8,exact,,,,"3,4,5,3',4'-Pentachlorobiphenyl",C0046929,exact,,,,A1.4.1.1.5_Hazardous or Poisonous Substance,A1.4.1.2.1_Organic Chemical,,,antagonist,antagonist,#VALUE!,Estrogen Antagonists,Estrogen Antagonists,Y,quasi syn therclass-to-function,Estrogen Receptor Activity,Estrogen Receptor Activity,C1148776,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Estrogen Antagonists,Estrogen Antagonists,C0014930,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000048,MeSH_PA,C023035,"3,4,5,3',4'-pentachlorobiphenyl",57465-28-8,"3,4,5,3',4'-Pentachlorobiphenyl",ChemID+,exact,"3,3',4,4',5-pentachlorobiphenyl",34317,57465-28-8,<syn per source>,"3,4,5,3',4'-Pentachlorobiphenyl",exact,,"3,4,5,3',4'-Pentachlorobiphenyl",,57465-28-8,exact,,,,"3,4,5,3',4'-pentachlorobiphenyl",C023035,57465-28-8,exact,,,,"3,4,5,3',4'-Pentachlorobiphenyl",C0046929,exact,,,,A1.4.1.1.5_Hazardous or Poisonous Substance,A1.4.1.2.1_Organic Chemical,,,modulator,,#VALUE!,Estrogen Receptor Modulators,Estrogen Receptor Modulators,Y,quasi syn therclass-to-function,Estrogen Receptor Activity,Estrogen Receptor Activity,C1148776,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Estrogen Receptor Modulators,Estrogen Receptor Modulators,C0752229,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000049,MeSH_PA,C023035,"3,4,5,3',4'-pentachlorobiphenyl",57465-28-8,"3,4,5,3',4'-Pentachlorobiphenyl",ChemID+,exact,"3,3',4,4',5-pentachlorobiphenyl",34317,57465-28-8,<syn per source>,"3,4,5,3',4'-Pentachlorobiphenyl",exact,,"3,4,5,3',4'-Pentachlorobiphenyl",,57465-28-8,exact,,,,"3,4,5,3',4'-pentachlorobiphenyl",C023035,57465-28-8,exact,,,,"3,4,5,3',4'-Pentachlorobiphenyl",C0046929,exact,,,,A1.4.1.1.5_Hazardous or Poisonous Substance,A1.4.1.2.1_Organic Chemical,,,antagonist,antagonist,#VALUE!,Hormone Antagonists,Hormone Antagonists,Y,quasi syn therclass-to-function,Hormone Activity,Hormone Activity,C1149475,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Hormone Antagonists,Hormone Antagonists,C0019927,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000050,MeSH_PA,C023035,"3,4,5,3',4'-pentachlorobiphenyl",57465-28-8,"3,4,5,3',4'-Pentachlorobiphenyl",ChemID+,exact,"3,3',4,4',5-pentachlorobiphenyl",34317,57465-28-8,<syn per source>,"3,4,5,3',4'-Pentachlorobiphenyl",exact,,"3,4,5,3',4'-Pentachlorobiphenyl",,57465-28-8,exact,,,,"3,4,5,3',4'-pentachlorobiphenyl",C023035,57465-28-8,exact,,,,"3,4,5,3',4'-Pentachlorobiphenyl",C0046929,exact,,,,A1.4.1.1.5_Hazardous or Poisonous Substance,A1.4.1.2.1_Organic Chemical,,,,affects,#VALUE!,"Hormones, Hormone Substitutes, and Hormone Antagonists","Hormones, Hormone Substitutes, and Hormone Antagonists",Y,quasi syn therclass-to-function,Hormone Activity,Hormone Activity,C1149475,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),"Hormones, Hormone Substitutes, And Hormone Antagonists","Hormones, Hormone Substitutes, And Hormone Antagonists",C0019934,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000051,MeSH_PA,C053450,4-des-dimethylaminotetracycline,2444-65-7,4-Des-dimethylaminotetracycline,ChemID+,exact,,,,,,,,4-Des-dimethylaminotetracycline,,2444-65-7,exact,,,,4-des-dimethylaminotetracycline,C053450,2444-65-7,exact,,,,4-Des-Dimethylaminotetracycline,C0048233,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,isa,isa,Inhibitors,Enzyme Inhibitors,Enzyme Inhibitors,Y,exact (CUI-based),Enzyme Inhibitors,Enzyme Inhibitors,C0014432,P,,A1.4.1.1.1_Pharmacologic Substance,,,,,,,,,,,,
1_000052,MeSH_PA,C053450,4-des-dimethylaminotetracycline,2444-65-7,4-Des-dimethylaminotetracycline,ChemID+,exact,,,,,,,,4-Des-dimethylaminotetracycline,,2444-65-7,exact,,,,4-des-dimethylaminotetracycline,C053450,2444-65-7,exact,,,,4-Des-Dimethylaminotetracycline,C0048233,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,inhibitor,inhibits,Inhibitors,Protease Inhibitors,Protease Inhibitors,Y,quasi syn therclass-to-function,Protease Activity,Protease Activity,C2263455,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),protease inhibitors,Protease Inhibitor,C0033607,S,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3_Biologically Active Substance,,
1_000053,MeSH_PA,C030360,5-(2-iodovinyl)-2'-deoxyuridine,87727-68-2,5-(2-Iodovinyl)-2'-deoxyuridine,ChemID+,exact,,,,,,,,5-(2-Iodovinyl)-2'-deoxyuridine,,87727-68-2,exact,,,,5-(2-iodovinyl)-2'-deoxyuridine,C030360,87727-68-2,exact,,,,5-(2-Iodovinyl)-2'-Deoxyuridine,C0048983,exact,,,,A1.4.1.1.1_Pharmacologic Substance,"A1.4.1.2.1.5_Nucleic Acid, Nucleoside, or Nucleotide",,,anti,,#VALUE!,Anti-Infective Agents,Anti-Infective Agents,Y,quasi syn therclass-to-disease,Infection,Infection,C0021311,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Anti-Infective Agents,Anti-Infective Agents,C0003204,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000054,MeSH_PA,C030360,5-(2-iodovinyl)-2'-deoxyuridine,87727-68-2,5-(2-Iodovinyl)-2'-deoxyuridine,ChemID+,exact,,,,,,,,5-(2-Iodovinyl)-2'-deoxyuridine,,87727-68-2,exact,,,,5-(2-iodovinyl)-2'-deoxyuridine,C030360,87727-68-2,exact,,,,5-(2-Iodovinyl)-2'-Deoxyuridine,C0048983,exact,,,,A1.4.1.1.1_Pharmacologic Substance,"A1.4.1.2.1.5_Nucleic Acid, Nucleoside, or Nucleotide",,,anti,,#VALUE!,Antiviral Agents,Antiviral Agents,Y,quasi syn therclass-to-disease,Virus Diseases,Virus Diseases,C0042769,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Antiviral Agents,Antiviral Agents,C0003451,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000055,MeSH_PA,C018080,5-hydroxymethyl-2'-deoxyuridine,5116-24-5,5-Hydroxymethyl-2'-deoxyuridine,ChemID+,exact,5-hydroxymethyl-2'-deoxyuridine,61288,5116-24-5,exact,,,,5-Hydroxymethyl-2'-deoxyuridine,,5116-24-5,exact,,,,5-hydroxymethyl-2'-deoxyuridine,C018080,5116-24-5,exact,,,,5-Hydroxymethyl-2'-Deoxyuridine,C0049238,exact,,,,A1.4.1.1.1_Pharmacologic Substance,"A1.4.1.2.1.5_Nucleic Acid, Nucleoside, or Nucleotide",,,anti,,#VALUE!,Antineoplastic Agents,Antineoplastic Agents,Y,quasi syn therclass-to-disease,Malignant Neoplasms,Malignant Neoplasms,C0006826,P,Y,B2.2.1.2.1.2_Neoplastic Process,,,,exact (CUI-based),Antineoplastic Agents,Antineoplastic Agents,C0003392,P,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,
1_000056,MeSH_PA,C044612,6-methoxy-2-naphthylacetic acid,23981-47-7,6-Methoxy-2-naphthylacetic acid,ChemID+,exact,(6-methoxy-2-naphthyl)acetic acid,35628,23981-47-7,<syn per source>,6-Methoxy-2-naphthylacetic acid,exact,,6-Methoxy-2-naphthylacetic acid,,23981-47-7,exact,,,,6-methoxy-2-naphthylacetic acid,C044612,23981-47-7,exact,,,,6-Methoxy-2-Naphthylacetic Acid,C0049640,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,isa,isa,Inhibitors,Enzyme Inhibitors,Enzyme Inhibitors,Y,exact (CUI-based),Enzyme Inhibitors,Enzyme Inhibitors,C0014432,P,,A1.4.1.1.1_Pharmacologic Substance,,,,,,,,,,,,
1_000057,MeSH_PA,C033118,acetyl tert-butyl dimethylindan,13171-00-1,acetyl tert-butyl dimethylindan,CTD,exact,,,,,,,,"1H-Indene, 6-(1,1-dimethylethyl)-2,3-dihydro-1,1-dimethyl-",,3605-31-0,NT salt/deriv/analog/df + <syn per source>,"6-(tert-Butyl)-1,1-dimethylindan",NT salt/deriv/analog/df,,acetyl tert-butyl dimethylindan,C033118,13171-00-1,exact,,,,Acetyl Tert-Butyl Dimethylindan,C0377472,exact,,,,A1.4.1.2.1_Organic Chemical,,,,,,#VALUE!,Cosmetics,Cosmetics,Y,exact (CUI-based),Cosmetics,Cosmetics,C0010164,P,,A1.3_Manufactured Object,,,,,,,,,,,,
1_000058,MeSH_PA,C033118,acetyl tert-butyl dimethylindan,13171-00-1,acetyl tert-butyl dimethylindan,CTD,exact,,,,,,,,"1H-Indene, 6-(1,1-dimethylethyl)-2,3-dihydro-1,1-dimethyl-",,3605-31-0,NT salt/deriv/analog/df + <syn per source>,"6-(tert-Butyl)-1,1-dimethylindan",NT salt/deriv/analog/df,,acetyl tert-butyl dimethylindan,C033118,13171-00-1,exact,,,,Acetyl Tert-Butyl Dimethylindan,C0377472,exact,,,,A1.4.1.2.1_Organic Chemical,,,,,,#VALUE!,Perfume,Perfume,Y,exact (CUI-based),Perfume,Perfume,C0031000,P,,A1.3_Manufactured Object,,,,,,,,,,,,
1_000059,MeSH_PA,C063261,acetylleucyl-leucyl-norleucinal,110044-82-1,Acetylleucyl-leucyl-norleucinal,ChemID+,exact,acetylleucyl-leucyl-norleucinal,2423,110044-82-1,exact,,,,Acetylleucyl-leucyl-norleucinal,,110044-82-1,exact,,,,acetylleucyl-leucyl-norleucinal,C063261,110044-82-1,exact,,,,Acetylleucyl-Leucyl-Norleucinal,C0081446,exact,,,,A1.4.1.1.1_Pharmacologic Substance,"A1.4.1.2.1.7_Amino Acid, Peptide, or Protein",,,inhibitor,inhibits,Inhibitors,Cysteine Proteinase Inhibitors,Cysteine Proteinase Inhibitors,Y,quasi syn therclass-to-function,Cysteine Protease Activity,Cysteine Protease Activity,C1150124,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Cysteine Proteinase Inhibitors,Cysteine Proteinase Inhibitors,C0010658,P,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3_Biologically Active Substance,,
1_000060,MeSH_PA,C063261,acetylleucyl-leucyl-norleucinal,110044-82-1,Acetylleucyl-leucyl-norleucinal,ChemID+,exact,acetylleucyl-leucyl-norleucinal,2423,110044-82-1,exact,,,,Acetylleucyl-leucyl-norleucinal,,110044-82-1,exact,,,,acetylleucyl-leucyl-norleucinal,C063261,110044-82-1,exact,,,,Acetylleucyl-Leucyl-Norleucinal,C0081446,exact,,,,A1.4.1.1.1_Pharmacologic Substance,"A1.4.1.2.1.7_Amino Acid, Peptide, or Protein",,,isa,isa,Inhibitors,Enzyme Inhibitors,Enzyme Inhibitors,Y,exact (CUI-based),Enzyme Inhibitors,Enzyme Inhibitors,C0014432,P,,A1.4.1.1.1_Pharmacologic Substance,,,,,,,,,,,,
1_000061,MeSH_PA,C063261,acetylleucyl-leucyl-norleucinal,110044-82-1,Acetylleucyl-leucyl-norleucinal,ChemID+,exact,acetylleucyl-leucyl-norleucinal,2423,110044-82-1,exact,,,,Acetylleucyl-leucyl-norleucinal,,110044-82-1,exact,,,,acetylleucyl-leucyl-norleucinal,C063261,110044-82-1,exact,,,,Acetylleucyl-Leucyl-Norleucinal,C0081446,exact,,,,A1.4.1.1.1_Pharmacologic Substance,"A1.4.1.2.1.7_Amino Acid, Peptide, or Protein",,,inhibitor,inhibits,Inhibitors,Protease Inhibitors,Protease Inhibitors,Y,quasi syn therclass-to-function,Protease Activity,Protease Activity,C2263455,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),protease inhibitors,Protease Inhibitor,C0033607,S,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3_Biologically Active Substance,,
1_000062,MeSH_PA,C021630,"bis(3,5-dibromosalicyl)fumarate",71337-53-6,"Bis(3,5-dibromosalicyl)fumarate",ChemID+,exact,,,,,,,,"Bis(3,5-dibromosalicyl)fumarate",,71337-53-6,exact,,,,"bis(3,5-dibromosalicyl)fumarate",C021630,71337-53-6,exact,,,,"Bis(3,5-Dibromosalicyl)Fumarate",C0053698,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Cross-Linking Reagents,Cross-Linking Reagents,Y,exact (CUI-based),Cross-Linking Reagents,Cross-Linking Reagents,C0010360,P,,"A1.4.1.1.4_Indicator, Reagent, or Diagnostic Aid",,,,,,,,,,,,
1_000063,MeSH_PA,C021630,"bis(3,5-dibromosalicyl)fumarate",71337-53-6,"Bis(3,5-dibromosalicyl)fumarate",ChemID+,exact,,,,,,,,"Bis(3,5-dibromosalicyl)fumarate",,71337-53-6,exact,,,,"bis(3,5-dibromosalicyl)fumarate",C021630,71337-53-6,exact,,,,"Bis(3,5-Dibromosalicyl)Fumarate",C0053698,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Indicators and Reagents,Indicators and Reagents,Y,exact (CUI-based),Indicators And Reagents,Indicators And Reagents,C0021213,P,,"A1.4.1.1.4_Indicator, Reagent, or Diagnostic Aid",,,,,,,,,,,,
1_000064,MeSH_PA,C020743,hydrochlorothiazide-triamterene,14124-50-6,Hydrochlorothiazide mixture with Triamterene,ChemID+,<syn per source>,,,,,,,,Hydrochlorothiazide mixture with Triamterene,,14124-50-6,syn +/- superfluous words,Hydrochlorothiazide-triamterene,exact,,hydrochlorothiazide-triamterene,C020743,14124-50-6,exact,,,,Hydrochlorothiazide-Triamterene,C0813211,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,anti,,#VALUE!,Antihypertensive Agents,Antihypertensive Agents,Y,quasi syn therclass-to-disease,hypertension,Hypertensive Disease,C0020538,S,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Antihypertensive Agents,Antihypertensive Agents,C0003364,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000065,MeSH_PA,C020743,hydrochlorothiazide-triamterene,14124-50-6,Hydrochlorothiazide mixture with Triamterene,ChemID+,<syn per source>,,,,,,,,Hydrochlorothiazide mixture with Triamterene,,14124-50-6,syn +/- superfluous words,Hydrochlorothiazide-triamterene,exact,,hydrochlorothiazide-triamterene,C020743,14124-50-6,exact,,,,Hydrochlorothiazide-Triamterene,C0813211,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Cardiovascular Agents,Cardiovascular Agents,Y,quasi syn therclass-to-disease,Cardiovascular Diseases,Cardiovascular Diseases,C0007222,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Cardiovascular Agents,Cardiovascular Agents,C0007220,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000066,MeSH_PA,C020972,pyrrolidine dithiocarbamic acid,25769-03-3,Pyrrolidine dithiocarbamic acid,ChemID+,exact,pyrrolidine dithiocarbamate,78782,25769-03-3,quasi syn acid/-ate,Pyrrolidine dithiocarbamic acid,exact,,Pyrrolidine dithiocarbamic acid,,25769-03-3,exact,,,,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,exact,,,,Pyrrolidine Dithiocarbamic Acid,C0072781,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,anti,,#VALUE!,Antioxidants,Antioxidants,Y,quasi syn therclass-to-disease,Free Radical Oxidation Of Tissue,Free Radical Oxidation Of Tissue,C0599059,P,Y,B2.2.1.2.2_Cell or Molecular Dysfunction,,,,exact (CUI-based),Antioxidants,Antioxidants,C0003402,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000067,MeSH_PA,C020972,pyrrolidine dithiocarbamic acid,25769-03-3,Pyrrolidine dithiocarbamic acid,ChemID+,exact,pyrrolidine dithiocarbamate,78782,25769-03-3,quasi syn acid/-ate,Pyrrolidine dithiocarbamic acid,exact,,Pyrrolidine dithiocarbamic acid,,25769-03-3,exact,,,,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,exact,,,,Pyrrolidine Dithiocarbamic Acid,C0072781,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,causes,,#VALUE!,Protective Agents,Protective Agents,Y,quasi syn therclass-to-function,Protective Drug Effect,Protective Drug Effect,C0678771,P,Y,B2.2.1_Biologic Function,,,,exact (CUI-based),Protective Agents,Protective Agents,C0033613,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000068,MeSH_PA,D026423,S-Nitroso-N-Acetylpenicillamine,79032-48-7,S-Nitroso-N-acetylpenicillamine,ChemID+,exact,S-nitroso-N-acetyl-D-penicillamine,77702,79032-48-7,<syn per source>,S-nitroso-N-acetylpenicillamine,exact,,S-Nitroso-N-acetylpenicillamine,,79032-48-7,exact,,,,S-Nitroso-N-Acetylpenicillamine,D026423,79032-48-7,exact,,,,S-Nitroso-N-Acetylpenicillamine,C0073894,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3_Biologically Active Substance,A1.4.1.2.1_Organic Chemical,,,,#VALUE!,Cardiovascular Agents,Cardiovascular Agents,Y,quasi syn therclass-to-disease,Cardiovascular Diseases,Cardiovascular Diseases,C0007222,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Cardiovascular Agents,Cardiovascular Agents,C0007220,P,A1.4.1.1.1_Pharmacologic Substance,,,
