name,class,drug_name
psoriasis,Moderate,Bystolic
tachycardia,Moderate,Bystolic
asthma/COPD,Moderate,Bystolic
renal impairment,Moderate,Bystolic
hemorrhagic events,Major,Cabometyx
GI perforation,Moderate,Cabometyx
hepatic impairment,Moderate,Cabometyx
hypertension,Moderate,Cabometyx
renal impairment,Moderate,Cabometyx
RPL syndrome,Moderate,Cabometyx
thromboembolism,Moderate,Cabometyx
lung toxicity,Moderate,Cabometyx
arrhythmia,Major,Calcitriol
electrolyte imbalance,Major,Calcitriol
hypercalcemia,Major,Calcitriol
renal dysfunction,Major,Calcitriol
dialysis,Moderate,Calcitriol
hepatobiliary dysfunction,Moderate,Calcitriol
arrhythmias,Moderate,Calquence
bleeding,Moderate,Calquence
hepatic impairment,Moderate,Calquence
infections,Moderate,Calquence
renal impairment,Moderate,Calquence
liver dysfunction,Moderate,Canasa
renal dysfunction,Moderate,Canasa
diabetes,Major,Candesartan
angioedema,Major,Candesartan
hypotension,Major,Candesartan
CHF,Moderate,Candesartan
hyperkalemia,Moderate,Candesartan
renal artery stenosis,Moderate,Candesartan
renal impairment,Moderate,Candesartan
renal/liver disease,Moderate,Candesartan
dementia,Major,Caplyta
hepatic impairment,Major,Caplyta
tardive dyskinesia,Major,Caplyta
aspiration,Moderate,Caplyta
seizure,Moderate,Caplyta
hematologic abnormalities,Moderate,Caplyta
hyperglycemia/diabetes,Moderate,Caplyta
hypotension,Moderate,Caplyta
lipid alterations,Moderate,Caplyta
angioedema,Major,Captopril
bone marrow suppression,Major,Captopril
CHF,Major,Captopril
hemodialysis,Major,Captopril
hyperkalemia,Major,Captopril
hypotension,Major,Captopril
liver disease,Moderate,Captopril
renal dysfunction,Moderate,Captopril
depression,Major,Carbamazepine
liver disease,Major,Carbamazepine
renal dysfunction,Major,Carbamazepine
blood dyscrasias,Major,Carbamazepine
history of porphyria,Major,Carbamazepine
hyponatremia,Moderate,Carbamazepine
suicidal tendency,Moderate,Carbamazepine
arrhythmias,Moderate,Carbamazepine
anticholinergic effects,Moderate,Carbamazepine
fructose intolerance,Moderate,Carbamazepine
psychosis,Moderate,Carbamazepine
seizures,Moderate,Carbamazepine
thyroid function tests,Moderate,Carbamazepine
glaucoma,Major,Carbidopa and levodopa
cardiac disease,Major,Carbidopa and levodopa
hypotension,Major,Carbidopa and levodopa
neuroleptic malignant syndrome,Major,Carbidopa and levodopa
psychoses/depression,Major,Carbidopa and levodopa
psychosis,Major,Carbidopa and levodopa
glaucoma,Major,Carbidopa and levodopa
liver/renal,Major,Carbidopa and levodopa
melanoma,Major,Carbidopa and levodopa
reactive airway disease,Major,Carbidopa and levodopa
depression,Moderate,Carbidopa and levodopa
GI bleeding,Moderate,Carbidopa and levodopa
bradyarrhythmia/AV block,Major,Carvedilol
cardiogenic shock/hypotension,Major,Carvedilol
hemodialysis,Major,Carvedilol
hypersensitivity,Major,Carvedilol
ischemic heart disease,Major,Carvedilol
PVD,Major,Carvedilol
CHF,Major,Carvedilol
liver disease,Major,Carvedilol
peripheral vascular disease,Major,Carvedilol
severe hepatic impairment,Major,Carvedilol
asthma/COPD,Major,Carvedilol
cerebrovascular insufficiency,Moderate,Carvedilol
glaucoma,Moderate,Carvedilol
hyperlipidemia,Moderate,Carvedilol
hyperthyroidism,Moderate,Carvedilol
myasthenia gravis,Moderate,Carvedilol
pheochromocytoma,Moderate,Carvedilol
psoriasis,Moderate,Carvedilol
tachycardia,Moderate,Carvedilol
renal dysfunction,Moderate,Carvedilol
Prinzmetal's variant angina,Moderate,Carvedilol
hepatic dysfunction,Moderate,Casodex
colitis,Major,Cefdinir
renal dysfunction,Moderate,Cefdinir
diabetes,Moderate,Cefdinir
nitroprusside tests,Moderate,Cefdinir
dialysis,Moderate,Cefdinir
liver disease,Moderate,Cefdinir
seizure disorders,Moderate,Cefdinir
colitis,Major,Cefixime
renal dysfunction,Moderate,Cefixime
nitroprusside tests,Moderate,Cefixime
liver disease,Moderate,Cefixime
seizure disorders,Moderate,Cefixime
colitis,Major,Cefuroxime
renal dysfunction,Moderate,Cefuroxime
dialysis,Moderate,Cefuroxime
ferricyanide tests,Moderate,Cefuroxime
seizure disorders,Moderate,Cefuroxime
sodium,Moderate,Cefuroxime
liver disease,Moderate,Cefuroxime
prolonged PT,Moderate,Cefuroxime
asthma,Major,Celebrex
GI toxicity,Major,Celebrex
rash,Major,Celebrex
renal toxicities,Major,Celebrex
thrombosis,Major,Celebrex
anemia,Moderate,Celebrex
heart failure,Moderate,Celebrex
hepatotoxicity,Moderate,Celebrex
hyperkalemia,Moderate,Celebrex
hypertension,Moderate,Celebrex
asthma,Major,Celecoxib
GI toxicity,Major,Celecoxib
rash,Major,Celecoxib
renal toxicities,Major,Celecoxib
thrombosis,Major,Celecoxib
anemia,Moderate,Celecoxib
heart failure,Moderate,Celecoxib
hepatotoxicity,Moderate,Celecoxib
hyperkalemia,Moderate,Celecoxib
hypertension,Moderate,Celecoxib
depression,Major,Celexa
renal dysfunction,Moderate,Celexa
hyponatremia,Moderate,Celexa
liver disease,Moderate,Celexa
mania,Moderate,Celexa
platelet function,Moderate,Celexa
QT prolongation,Moderate,Celexa
seizure disorders,Moderate,Celexa
SIADH,Moderate,Celexa
weight loss,Minor,Celexa
colitis,Major,Cephalexin
renal dysfunction,Moderate,Cephalexin
dialysis,Moderate,Cephalexin
liver disease,Moderate,Cephalexin
seizure disorders,Moderate,Cephalexin
alcohol,Moderate,Cetirizine
renal/liver disease,Moderate,Cetirizine
anuria,Major,Chlorthalidone
electrolyte losses,Major,Chlorthalidone
liver disease,Major,Chlorthalidone
lupus erythematosus,Major,Chlorthalidone
renal function disorders,Major,Chlorthalidone
asthma,Moderate,Chlorthalidone
diabetes,Moderate,Chlorthalidone
hyperlipidemia,Moderate,Chlorthalidone
hyperparathyroidism,Moderate,Chlorthalidone
hyperuricemia,Moderate,Chlorthalidone
thyroid function tests,Moderate,Chlorthalidone
cardiovascular disease,Major,Cialis
renal dysfunction,Major,Cialis
pulmonary disease,Major,Cialis
priapism,Moderate,Cialis
alcoholism,Moderate,Cialis
hearing loss,Moderate,Cialis
liver disease,Moderate,Cialis
retinitis pigmentosa,Moderate,Cialis
seizure disorders,Moderate,Cialis
infections,Major,Cimzia
malignancies,Major,Cimzia
neurologic reactions,Major,Cimzia
tuberculosis,Major,Cimzia
CHF,Moderate,Cimzia
hematologic abnormalities,Moderate,Cimzia
hepatitis B,Moderate,Cimzia
thromboembolic events,Moderate,Cinryze
depression,Major,Citalopram
renal dysfunction,Moderate,Citalopram
hyponatremia,Moderate,Citalopram
liver disease,Moderate,Citalopram
mania,Moderate,Citalopram
platelet function,Moderate,Citalopram
QT prolongation,Moderate,Citalopram
seizure disorders,Moderate,Citalopram
SIADH,Moderate,Citalopram
weight loss,Minor,Citalopram
colitis,Major,Clarithromycin
hepatotoxicity,Moderate,Clarithromycin
renal dysfunction,Moderate,Clarithromycin
myasthenia gravis,Moderate,Clarithromycin
QT prolongation,Moderate,Clarithromycin
renal/liver disease,Moderate,Claritin
colitis,Major,Clindamycin
prematurity,Major,Clindamycin
liver disease,Moderate,Clindamycin
renal dysfunction,Moderate,Clindamycin
diabetes,Moderate,Clobex
diaper rash,Moderate,Clobex
hyperadrenocorticism,Moderate,Clobex
infections,Moderate,Clobex
ocular toxicities,Moderate,Clobex
diabetes,Moderate,Clodan
diaper rash,Moderate,Clodan
hyperadrenocorticism,Moderate,Clodan
infections,Moderate,Clodan
ocular toxicities,Moderate,Clodan
acute alcohol intoxication,Major,Clonazepam
closed-angle glaucoma,Major,Clonazepam
drug dependence,Major,Clonazepam
respiratory depression,Major,Clonazepam
seizures,Major,Clonazepam
renal/liver disease,Major,Clonazepam
suicidal tendency,Moderate,Clonazepam
depression,Moderate,Clonazepam
obesity,Moderate,Clonazepam
paradoxical reactions,Moderate,Clonazepam
bradyarrhythmia,Moderate,Clonidine
depression,Moderate,Clonidine
hypotension,Moderate,Clonidine
renal dysfunction,Moderate,Clonidine
sedatives/alcohol,Moderate,Clonidine
bleeding,Major,Clopidogrel
liver disease,Moderate,Clopidogrel
renal dysfunction,Minor,Clopidogrel
hepatic dysfunction,Moderate,Clotrimazole
impaired GI motility,Major,Codeine
infectious diarrhea,Major,Codeine
liver disease,Major,Codeine
prematurity,Major,Codeine
acute alcohol intoxication,Major,Codeine
drug dependence,Major,Codeine
gastrointestinal obstruction,Major,Codeine
hypotension,Major,Codeine
intracranial pressure,Major,Codeine
respiratory depression,Major,Codeine
adrenal insufficiency,Moderate,Codeine
biliary spasm,Moderate,Codeine
hypothyroidism,Moderate,Codeine
renal dysfunction,Moderate,Codeine
seizure disorders,Moderate,Codeine
urinary retention,Moderate,Codeine
arrhythmias,Moderate,Codeine
inflammatory bowel disease,Major,Colace
intestinal obstruction disorders,Major,Colace
renal dysfunction,Moderate,Colazal
agitation,Major,Concerta
cardiac disease,Major,Concerta
glaucoma,Major,Concerta
hypertension,Major,Concerta
liver disease,Major,Concerta
psychiatric disorders,Major,Concerta
substance abuse,Major,Concerta
tics,Major,Concerta
hypertension,Major,Concerta
seizures disorders,Major,Concerta
bipolar disorders,Moderate,Concerta
psychotic disorders,Moderate,Concerta
renal dysfunction,Moderate,Concerta
seizure disorders,Moderate,Concerta
hematologic toxicity,Moderate,Concerta
GI narrowing,Moderate,Concerta
bradyarrhythmia/AV block,Major,Coreg
cardiogenic shock/hypotension,Major,Coreg
hemodialysis,Major,Coreg
hypersensitivity,Major,Coreg
ischemic heart disease,Major,Coreg
PVD,Major,Coreg
CHF,Major,Coreg
liver disease,Major,Coreg
peripheral vascular disease,Major,Coreg
severe hepatic impairment,Major,Coreg
asthma/COPD,Major,Coreg
cerebrovascular insufficiency,Moderate,Coreg
glaucoma,Moderate,Coreg
hyperlipidemia,Moderate,Coreg
hyperthyroidism,Moderate,Coreg
myasthenia gravis,Moderate,Coreg
pheochromocytoma,Moderate,Coreg
psoriasis,Moderate,Coreg
tachycardia,Moderate,Coreg
renal dysfunction,Moderate,Coreg
Prinzmetal's variant angina,Moderate,Coreg
immunization,Major,Cosentyx
infections,Moderate,Cosentyx
tuberculosis,Moderate,Cosentyx
inflammatory bowel disease,Moderate,Cosentyx
bleeding,Major,Coumadin
diabetes,Major,Coumadin
hypertension,Major,Coumadin
liver disease,Major,Coumadin
protein C deficiency,Major,Coumadin
decreased response,Moderate,Coumadin
increased response,Moderate,Coumadin
renal dysfunction,Moderate,Coumadin
rhabdomyolysis,Major,Crestor
cognitive impairment,Moderate,Crestor
diabetes,Moderate,Crestor
renal disease,Moderate,Crestor
hematuria/proteinuria,Moderate,Crestor
hypokalemia,Major,Cyanocobalamin
optic nerve,Major,Cyanocobalamin
malabsorption,Moderate,Cyanocobalamin
renal impairment,Moderate,Cyanocobalamin
cardiovascular disease,Major,Cyclobenzaprine
anticholinergic effects,Moderate,Cyclobenzaprine
liver disease,Major,Cymbalta
renal disease,Major,Cymbalta
depression,Major,Cymbalta
diabetes,Moderate,Cymbalta
glaucoma,Moderate,Cymbalta
hypertension,Moderate,Cymbalta
hyponatremia,Moderate,Cymbalta
mania,Moderate,Cymbalta
seizures,Moderate,Cymbalta
urinary tract obstruction,Moderate,Cymbalta
valvular heart disease,Major,Dabigatran
active bleeding,Major,Dabigatran
renal impairment,Moderate,Dabigatran
liver dysfunction,Major,Dapagliflozin
renal dysfunction,Major,Dapagliflozin
hypotension,Moderate,Dapagliflozin
infections,Moderate,Dapagliflozin
cytopenias,Moderate,Darzalex
infusion reactions,Moderate,Darzalex
alcohol,Moderate,Dayvigo
COPD,Moderate,Dayvigo
depression,Moderate,Dayvigo
liver impairment,Moderate,Dayvigo
GI perforation,Major,Decadron
infections,Major,Decadron
prematurity,Major,Decadron
PUD,Major,Decadron
vaccination,Major,Decadron
(+) tuberculin test,Moderate,Decadron
cirrhosis,Moderate,Decadron
depression/psychoses,Moderate,Decadron
diabetes,Moderate,Decadron
electrolyte imbalance,Moderate,Decadron
fluid retention,Moderate,Decadron
hyperadrenocorticalism,Moderate,Decadron
hyperlipidemia,Moderate,Decadron
hypothyroidism,Moderate,Decadron
liver disease,Moderate,Decadron
MI,Moderate,Decadron
myasthenia gravis,Moderate,Decadron
myopathy,Moderate,Decadron
ocular herpes simplex,Moderate,Decadron
ocular toxicities,Moderate,Decadron
osteoporosis,Moderate,Decadron
scleroderma,Moderate,Decadron
strongyloidiasis,Moderate,Decadron
thromboembolism,Moderate,Decadron
hepatic impairment,Moderate,Degarelix
renal impairment,Moderate,Degarelix
QT prolongation,Moderate,Degarelix
liver dysfunction,Moderate,Delzicol
renal dysfunction,Moderate,Delzicol
hypocalcemia,Major,Denosumab
immunosuppression,Moderate,Denosumab
depression,Major,Depakote
liver disease,Major,Depakote
urea cycle disorders,Major,Depakote
suicidal tendency,Moderate,Depakote
HIV/CMV,Moderate,Depakote
thrombocytopenia,Moderate,Depakote
thyroid function tests,Moderate,Depakote
urine ketone test,Moderate,Depakote
hepatitis B,Major,Descovy
hepatotoxicity,Major,Descovy
renal dysfunction,Major,Descovy
hemodialysis,Moderate,Descovy
renal dysfunction,Moderate,Descovy
bone toxicity,Moderate,Descovy
liver disease,Minor,Descovy
asthma,Moderate,Desloratadine
renal/hepatic impairment,Moderate,Desloratadine
renal dysfunction,Major,Desmopressin
fluid overload/hyponatremia,Major,Desmopressin
thrombotic events,Moderate,Desmopressin
vascular disease,Moderate,Desmopressin
depression,Major,Desvenlafaxine
renal disease,Major,Desvenlafaxine
glaucoma,Moderate,Desvenlafaxine
hypertension,Moderate,Desvenlafaxine
hyponatremia,Moderate,Desvenlafaxine
mania,Moderate,Desvenlafaxine
seizures,Moderate,Desvenlafaxine
urinary tract obstruction,Moderate,Desvenlafaxine
angle closure glaucoma,Moderate,Desyrel
mania,Moderate,Desyrel
seizures,Moderate,Desyrel
suicidality,Moderate,Desyrel
cardiovascular disease,Moderate,Desyrel
hyponatremia,Moderate,Desyrel
hypotension,Moderate,Desyrel
renal/liver disease,Moderate,Desyrel
angle-closure glaucoma,Major,Detrol
GI/urinary obstruction,Major,Detrol
CNS,Moderate,Detrol
hepatic dysfunction,Moderate,Detrol
myasthenia gravis,Moderate,Detrol
QT prolongation,Moderate,Detrol
renal dysfunction,Moderate,Detrol
GI perforation,Major,Dexamethasone
infections,Major,Dexamethasone
prematurity,Major,Dexamethasone
PUD,Major,Dexamethasone
vaccination,Major,Dexamethasone
(+) tuberculin test,Moderate,Dexamethasone
cirrhosis,Moderate,Dexamethasone
depression/psychoses,Moderate,Dexamethasone
diabetes,Moderate,Dexamethasone
electrolyte imbalance,Moderate,Dexamethasone
fluid retention,Moderate,Dexamethasone
hyperadrenocorticalism,Moderate,Dexamethasone
hyperlipidemia,Moderate,Dexamethasone
hypothyroidism,Moderate,Dexamethasone
liver disease,Moderate,Dexamethasone
MI,Moderate,Dexamethasone
myasthenia gravis,Moderate,Dexamethasone
myopathy,Moderate,Dexamethasone
ocular herpes simplex,Moderate,Dexamethasone
ocular toxicities,Moderate,Dexamethasone
osteoporosis,Moderate,Dexamethasone
scleroderma,Moderate,Dexamethasone
strongyloidiasis,Moderate,Dexamethasone
thromboembolism,Moderate,Dexamethasone
GI perforation,Major,Dexamethasone Intensol
infections,Major,Dexamethasone Intensol
prematurity,Major,Dexamethasone Intensol
PUD,Major,Dexamethasone Intensol
vaccination,Major,Dexamethasone Intensol
(+) tuberculin test,Moderate,Dexamethasone Intensol
cirrhosis,Moderate,Dexamethasone Intensol
depression/psychoses,Moderate,Dexamethasone Intensol
diabetes,Moderate,Dexamethasone Intensol
electrolyte imbalance,Moderate,Dexamethasone Intensol
fluid retention,Moderate,Dexamethasone Intensol
hyperadrenocorticalism,Moderate,Dexamethasone Intensol
hyperlipidemia,Moderate,Dexamethasone Intensol
hypothyroidism,Moderate,Dexamethasone Intensol
liver disease,Moderate,Dexamethasone Intensol
MI,Moderate,Dexamethasone Intensol
myasthenia gravis,Moderate,Dexamethasone Intensol
myopathy,Moderate,Dexamethasone Intensol
ocular herpes simplex,Moderate,Dexamethasone Intensol
ocular toxicities,Moderate,Dexamethasone Intensol
osteoporosis,Moderate,Dexamethasone Intensol
scleroderma,Moderate,Dexamethasone Intensol
strongyloidiasis,Moderate,Dexamethasone Intensol
thromboembolism,Moderate,Dexamethasone Intensol
C. diff,Major,Dexilant
liver disease,Moderate,Dexilant
bone fractures,Moderate,Dexilant
hypomagnesemia,Moderate,Dexilant
cardiovascular,Major,Dextroamphetamine
glaucoma,Major,Dextroamphetamine
agitation,Major,Dextroamphetamine
cardiac disease,Major,Dextroamphetamine
glaucoma,Major,Dextroamphetamine
hypertension,Major,Dextroamphetamine
liver disease,Major,Dextroamphetamine
psychiatric disorders,Major,Dextroamphetamine
substance abuse,Major,Dextroamphetamine
tics,Major,Dextroamphetamine
bipolar disorders,Moderate,Dextroamphetamine
psychotic disorders,Moderate,Dextroamphetamine
renal dysfunction,Moderate,Dextroamphetamine
seizure disorders,Moderate,Dextroamphetamine
diabetics,Moderate,Dextroamphetamine
suicidal tendency,Moderate,Diacomit
neutropenia/thrombocytopenia,Moderate,Diacomit
phenylketonuria,Moderate,Diacomit
decreased appetite/weight,Moderate,Diacomit
hepatic impairment,Moderate,Diacomit
renal impairment,Moderate,Diacomit
somnolence,Moderate,Diacomit
acute alcohol intoxication,Major,Diastat
closed-angle glaucoma,Major,Diastat
drug dependence,Major,Diastat
renal/liver disease,Major,Diastat
respiratory depression,Major,Diastat
seizures,Major,Diastat
prolonged hypotension,Major,Diastat
myasthenia gravis,Major,Diastat
renal/liver disease,Major,Diastat
depression,Moderate,Diastat
obesity,Moderate,Diastat
paradoxical reactions,Moderate,Diastat
acute alcohol intoxication,Major,Diazepam
closed-angle glaucoma,Major,Diazepam
drug dependence,Major,Diazepam
renal/liver disease,Major,Diazepam
respiratory depression,Major,Diazepam
seizures,Major,Diazepam
prolonged hypotension,Major,Diazepam
myasthenia gravis,Major,Diazepam
renal/liver disease,Major,Diazepam
depression,Moderate,Diazepam
obesity,Moderate,Diazepam
paradoxical reactions,Moderate,Diazepam
asthma,Major,Diclofenac
fluid retention,Major,Diclofenac
GI toxicity,Major,Diclofenac
rash,Major,Diclofenac
renal toxicities,Major,Diclofenac
thrombosis,Major,Diclofenac
porphyria,Moderate,Diclofenac
anemia,Moderate,Diclofenac
heart failure,Moderate,Diclofenac
hepatotoxicity,Moderate,Diclofenac
hyperkalemia,Moderate,Diclofenac
hypertension,Moderate,Diclofenac
platelet aggregation inhibition,Moderate,Diclofenac
autonomic neuropathy,Major,Dicyclomine
GI obstruction,Major,Dicyclomine
glaucoma,Major,Dicyclomine
obstructive uropathy,Major,Dicyclomine
tardive dyskinesia,Major,Dicyclomine
myasthenia gravis,Major,Dicyclomine
infectious diarrhea,Major,Dicyclomine
CV acute hemorrhage,Major,Dicyclomine
reflux esophagitis.,Major,Dicyclomine
severe ulcerative colitis,Major,Dicyclomine
coronary artery disease,Moderate,Dicyclomine
gastroesophageal reflux,Moderate,Dicyclomine
psychoses,Moderate,Dicyclomine
hepatic impairment,Moderate,Dicyclomine
