Drug class,drug_raw_name,treated_disease,description,side_effects,Dosage form,availability,score,reviews,drug_name
['Cholinesterase inhibitors'],donepezil,Paranoid Schizophrenia,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Psychosexual Disorders,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Substance Withdrawal Syndrome,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Substance-Related Disorders,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Alzheimer'S Disease,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,"Amnesia, Anterograde",Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Amphetamine-Related Disorders,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Cardiomegaly,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Cocaine-Related Disorders,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Dementia,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Diarrhea,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,"Heart Rupture, Post-Infarction",Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Hyperactive Behavior,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Hypokinesia,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,"Hypothermia, Natural",Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Learning Disorders,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Lewy Body Disease,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Memory Disorders,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Mental Disorders,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Myocardial Infarction,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Myoclonus,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Neurobehavioral Manifestations,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Paranoid Schizophrenia,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
['Cholinesterase inhibitors'],donepezil,Psychosexual Disorders,Donepezil is used to help improve mental function in people with Alzheimer's disease.,"['\nslow heartbeats\n', '\na light\n', '\nnew worsening stomach pain, heartburn, nausea, vomiting\n', '\na seizure\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,52.6,96.0,Donepezil
